TweetId,UserID,TweetDate
14-198,751,2020-03-01T12:20:27
14-187,342,2020-03-01T12:20:31
14-126,470,2020-03-01T12:20:34
14-150,859,2020-03-01T12:20:38
15-178,257,2020-03-01T12:20:39
15-121,729,2020-03-01T12:20:42
14-106,463,2020-03-01T12:20:43
14-147,234,2020-03-01T12:20:45
14-186,191,2020-03-01T12:20:48
14-109,292,2020-03-01T12:20:51
16-101,344,2020-03-01T12:20:54
15-118,492,2020-03-01T12:20:56
16-126,680,2020-03-01T12:21:00
16-119,841,2020-03-01T12:21:03
14-130,175,2020-03-01T12:21:04
14-114,632,2020-03-01T12:21:06
16-117,373,2020-03-01T12:21:06
16-143,625,2020-03-01T12:21:09
16-165,124,2020-03-01T12:21:12
16-177,840,2020-03-01T12:21:12
14-154,918,2020-03-01T12:21:15
16-150,615,2020-03-01T12:21:18
14-103,929,2020-03-01T12:21:18
15-185,365,2020-03-01T12:21:21
16-133,861,2020-03-01T12:21:23
15-141,667,2020-03-01T12:21:24
14-163,618,2020-03-01T12:21:28
16-182,103,2020-03-01T12:21:32
16-104,244,2020-03-01T12:21:36
15-145,572,2020-03-01T12:21:36
16-170,634,2020-03-01T12:21:37
14-144,362,2020-03-01T12:21:40
15-159,494,2020-03-01T12:21:43
14-130,748,2020-03-01T12:21:43
16-185,762,2020-03-01T12:21:46
16-149,233,2020-03-01T12:21:50
14-101,955,2020-03-01T12:21:52
15-172,448,2020-03-01T12:21:54
14-121,125,2020-03-01T12:21:56
14-150,597,2020-03-01T12:21:56
15-189,126,2020-03-01T12:21:59
15-180,295,2020-03-01T12:21:59
14-158,360,2020-03-01T12:22:01
16-170,213,2020-03-01T12:22:02
14-121,114,2020-03-01T12:22:06
14-146,328,2020-03-01T12:22:06
16-109,400,2020-03-01T12:22:06
16-102,866,2020-03-01T12:22:08
16-153,747,2020-03-01T12:22:09
16-157,919,2020-03-01T12:22:10
16-145,780,2020-03-01T12:22:11
14-126,734,2020-03-01T12:22:12
14-143,656,2020-03-01T12:22:12
15-194,268,2020-03-01T12:22:15
15-140,441,2020-03-01T12:22:15
16-150,335,2020-03-01T12:22:16
16-101,742,2020-03-01T12:22:20
15-127,979,2020-03-01T12:22:22
16-110,934,2020-03-01T12:22:22
14-113,199,2020-03-01T12:22:24
15-174,146,2020-03-01T12:22:24
16-160,492,2020-03-01T12:22:24
16-107,157,2020-03-01T12:22:27
15-147,341,2020-03-01T12:22:27
15-111,499,2020-03-01T12:22:31
15-121,840,2020-03-01T12:22:32
14-184,367,2020-03-01T12:22:35
14-164,443,2020-03-01T12:22:39
15-193,226,2020-03-01T12:22:42
15-155,706,2020-03-01T12:22:44
15-188,576,2020-03-01T12:22:45
15-177,658,2020-03-01T12:22:48
14-175,953,2020-03-01T12:22:50
15-112,920,2020-03-01T12:22:51
15-151,864,2020-03-01T12:22:54
16-196,414,2020-03-01T12:22:57
14-127,226,2020-03-01T12:22:57
14-160,825,2020-03-01T12:23:01
15-106,520,2020-03-01T12:23:05
14-104,132,2020-03-01T12:23:07
14-120,123,2020-03-01T12:23:08
14-100,690,2020-03-01T12:23:08
14-107,865,2020-03-01T12:23:10
15-109,913,2020-03-01T12:23:10
15-197,558,2020-03-01T12:23:10
15-112,226,2020-03-01T12:23:13
14-171,733,2020-03-01T12:23:16
14-184,858,2020-03-01T12:23:16
14-191,242,2020-03-01T12:23:16
16-103,883,2020-03-01T12:23:18
16-155,595,2020-03-01T12:23:19
16-101,155,2020-03-01T12:23:23
14-128,161,2020-03-01T12:23:26
15-153,452,2020-03-01T12:23:27
15-102,574,2020-03-01T12:23:31
14-137,923,2020-03-01T12:23:34
14-197,370,2020-03-01T12:23:34
16-170,967,2020-03-01T12:23:34
15-108,350,2020-03-01T12:23:37
15-192,549,2020-03-01T12:23:39
16-114,593,2020-03-01T12:23:42
14-154,322,2020-03-01T12:23:42
14-133,804,2020-03-01T12:23:45
16-120,175,2020-03-01T12:23:49
16-147,685,2020-03-01T12:23:50
16-179,282,2020-03-01T12:23:53
15-124,806,2020-03-01T12:23:56
16-190,565,2020-03-01T12:23:58
14-167,625,2020-03-01T12:23:58
14-159,266,2020-03-01T12:24:02
16-171,878,2020-03-01T12:24:02
14-165,710,2020-03-01T12:24:03
14-108,312,2020-03-01T12:24:06
16-191,582,2020-03-01T12:24:10
14-155,531,2020-03-01T12:24:10
14-163,275,2020-03-01T12:24:12
16-133,103,2020-03-01T12:24:13
15-173,681,2020-03-01T12:24:16
14-157,464,2020-03-01T12:24:17
15-164,884,2020-03-01T12:24:17
16-135,903,2020-03-01T12:24:18
15-124,647,2020-03-01T12:24:22
14-105,343,2020-03-01T12:24:26
15-186,817,2020-03-01T12:24:28
15-189,500,2020-03-01T12:24:28
14-135,728,2020-03-01T12:24:31
14-117,459,2020-03-01T12:24:31
14-168,210,2020-03-01T12:24:31
16-129,961,2020-03-01T12:24:31
16-114,839,2020-03-01T12:24:33
14-179,370,2020-03-01T12:24:37
16-144,508,2020-03-01T12:24:37
15-144,182,2020-03-01T12:24:38
14-101,991,2020-03-01T12:24:42
16-177,714,2020-03-01T12:24:42
15-132,599,2020-03-01T12:24:44
15-195,495,2020-03-01T12:24:47
16-167,704,2020-03-01T12:24:50
16-166,222,2020-03-01T12:24:53
16-184,113,2020-03-01T12:24:57
15-146,318,2020-03-01T12:24:57
15-143,228,2020-03-01T12:25:01
15-192,527,2020-03-01T12:25:02
15-151,981,2020-03-01T12:25:06
15-189,190,2020-03-01T12:25:09
14-177,462,2020-03-01T12:25:10
15-189,253,2020-03-01T12:25:12
14-176,630,2020-03-01T12:25:12
16-146,565,2020-03-01T12:25:12
16-112,451,2020-03-01T12:25:16
16-191,328,2020-03-01T12:25:19
16-104,525,2020-03-01T12:25:20
15-178,791,2020-03-01T12:25:24
16-153,452,2020-03-01T12:25:27
16-113,270,2020-03-01T12:25:27
15-180,233,2020-03-01T12:25:27
14-154,495,2020-03-01T12:25:28
14-194,143,2020-03-01T12:25:28
14-172,974,2020-03-01T12:25:28
15-104,651,2020-03-01T12:25:30
15-145,750,2020-03-01T12:25:33
16-194,785,2020-03-01T12:25:35
14-198,201,2020-03-01T12:25:35
15-164,603,2020-03-01T12:25:39
16-143,712,2020-03-01T12:25:43
16-106,766,2020-03-01T12:25:45
16-105,162,2020-03-01T12:25:49
16-153,178,2020-03-01T12:25:49
16-102,579,2020-03-01T12:25:52
16-190,469,2020-03-01T12:25:55
15-140,674,2020-03-01T12:25:58
16-125,421,2020-03-01T12:26:00
15-159,644,2020-03-01T12:26:03
14-127,494,2020-03-01T12:26:03
15-134,218,2020-03-01T12:26:05
15-192,908,2020-03-01T12:26:05
15-109,867,2020-03-01T12:26:09
16-154,404,2020-03-01T12:26:13
14-142,726,2020-03-01T12:26:17
14-154,138,2020-03-01T12:26:17
14-188,786,2020-03-01T12:26:17
16-142,989,2020-03-01T12:26:21
16-116,274,2020-03-01T12:26:25
15-157,727,2020-03-01T12:26:27
16-119,805,2020-03-01T12:26:28
15-138,333,2020-03-01T12:26:31
15-191,404,2020-03-01T12:26:32
15-124,827,2020-03-01T12:26:33
14-135,164,2020-03-01T12:26:36
15-131,903,2020-03-01T12:26:40
16-141,158,2020-03-01T12:26:44
16-111,417,2020-03-01T12:26:45
15-108,696,2020-03-01T12:26:46
15-161,965,2020-03-01T12:26:48
15-136,395,2020-03-01T12:26:48
16-166,838,2020-03-01T12:26:52
15-179,172,2020-03-01T12:26:56
14-148,798,2020-03-01T12:26:59
14-122,607,2020-03-01T12:27:01
14-104,517,2020-03-01T12:27:04
15-123,269,2020-03-01T12:27:06
16-176,521,2020-03-01T12:27:07
15-105,941,2020-03-01T12:27:07
14-107,883,2020-03-01T12:27:11
15-179,939,2020-03-01T12:27:13
16-142,228,2020-03-01T12:27:13
16-196,345,2020-03-01T12:27:13
14-126,595,2020-03-01T12:27:13
16-156,973,2020-03-01T12:27:15
14-167,336,2020-03-01T12:27:19
15-195,928,2020-03-01T12:27:23
14-106,111,2020-03-01T12:27:24
16-165,922,2020-03-01T12:27:25
14-186,272,2020-03-01T12:27:25
15-181,405,2020-03-01T12:27:27
15-159,842,2020-03-01T12:27:28
15-197,126,2020-03-01T12:27:30
14-145,955,2020-03-01T12:27:31
14-138,464,2020-03-01T12:27:35
15-117,750,2020-03-01T12:27:38
16-129,599,2020-03-01T12:27:38
16-181,205,2020-03-01T12:27:39
16-165,458,2020-03-01T12:27:39
16-105,137,2020-03-01T12:27:40
14-117,969,2020-03-01T12:27:40
15-194,374,2020-03-01T12:27:40
16-118,810,2020-03-01T12:27:41
15-198,836,2020-03-01T12:27:44
16-175,122,2020-03-01T12:27:44
15-191,901,2020-03-01T12:27:47
15-131,726,2020-03-01T12:27:47
16-187,682,2020-03-01T12:27:48
15-116,633,2020-03-01T12:27:48
16-168,935,2020-03-01T12:27:52
15-136,123,2020-03-01T12:27:56
16-187,420,2020-03-01T12:28:00
14-175,993,2020-03-01T12:28:02
16-139,104,2020-03-01T12:28:06
14-188,712,2020-03-01T12:28:10
16-146,856,2020-03-01T12:28:14
14-192,645,2020-03-01T12:28:18
15-136,601,2020-03-01T12:28:22
14-179,919,2020-03-01T12:28:24
14-184,429,2020-03-01T12:28:28
15-130,834,2020-03-01T12:28:30
16-152,766,2020-03-01T12:28:32
15-137,497,2020-03-01T12:28:36
14-194,412,2020-03-01T12:28:40
14-134,875,2020-03-01T12:28:41
15-136,207,2020-03-01T12:28:45
16-174,829,2020-03-01T12:28:48
16-192,256,2020-03-01T12:28:50
16-175,302,2020-03-01T12:28:51
15-184,349,2020-03-01T12:28:52
16-171,187,2020-03-01T12:28:54
14-167,683,2020-03-01T12:28:56
14-192,912,2020-03-01T12:28:57
16-106,322,2020-03-01T12:28:57
16-108,875,2020-03-01T12:28:58
15-195,804,2020-03-01T12:28:59
16-185,580,2020-03-01T12:29:02
15-106,629,2020-03-01T12:29:06
16-138,487,2020-03-01T12:29:08
14-130,774,2020-03-01T12:29:08
15-162,561,2020-03-01T12:29:09
14-148,579,2020-03-01T12:29:11
16-124,388,2020-03-01T12:29:13
14-103,158,2020-03-01T12:29:16
14-179,938,2020-03-01T12:29:16
16-198,870,2020-03-01T12:29:17
15-180,883,2020-03-01T12:29:18
16-152,405,2020-03-01T12:29:22
15-115,522,2020-03-01T12:29:23
16-192,475,2020-03-01T12:29:25
16-191,154,2020-03-01T12:29:28
16-110,993,2020-03-01T12:29:31
14-179,840,2020-03-01T12:29:31
14-116,604,2020-03-01T12:29:35
16-144,338,2020-03-01T12:29:36
16-196,945,2020-03-01T12:29:40
15-151,718,2020-03-01T12:29:44
16-168,535,2020-03-01T12:29:46
15-191,952,2020-03-01T12:29:50
15-198,676,2020-03-01T12:29:53
15-111,519,2020-03-01T12:29:53
15-190,431,2020-03-01T12:29:57
14-180,419,2020-03-01T12:30:01
16-182,582,2020-03-01T12:30:04
15-171,552,2020-03-01T12:30:04
14-107,951,2020-03-01T12:30:04
16-138,173,2020-03-01T12:30:05
14-179,991,2020-03-01T12:30:08
14-150,195,2020-03-01T12:30:12
14-176,816,2020-03-01T12:30:14
14-144,166,2020-03-01T12:30:18
14-185,310,2020-03-01T12:30:19
14-153,974,2020-03-01T12:30:22
16-184,651,2020-03-01T12:30:25
16-182,821,2020-03-01T12:30:28
14-185,255,2020-03-01T12:30:31
15-129,743,2020-03-01T12:30:32
16-133,709,2020-03-01T12:30:34
14-146,343,2020-03-01T12:30:37
16-105,402,2020-03-01T12:30:39
15-164,426,2020-03-01T12:30:40
15-138,145,2020-03-01T12:30:41
15-116,302,2020-03-01T12:30:43
14-131,672,2020-03-01T12:30:43
14-195,478,2020-03-01T12:30:45
15-194,273,2020-03-01T12:30:46
14-194,279,2020-03-01T12:30:47
14-143,353,2020-03-01T12:30:47
14-178,351,2020-03-01T12:30:50
14-159,375,2020-03-01T12:30:52
14-172,296,2020-03-01T12:30:53
14-156,769,2020-03-01T12:30:54
14-148,169,2020-03-01T12:30:58
16-102,773,2020-03-01T12:31:00
16-124,903,2020-03-01T12:31:02
16-126,158,2020-03-01T12:31:06
16-184,942,2020-03-01T12:31:08
14-152,317,2020-03-01T12:31:11
14-117,541,2020-03-01T12:31:11
16-123,668,2020-03-01T12:31:12
15-195,807,2020-03-01T12:31:12
16-162,853,2020-03-01T12:31:12
15-181,153,2020-03-01T12:31:12
14-107,743,2020-03-01T12:31:12
14-166,960,2020-03-01T12:31:16
14-144,306,2020-03-01T12:31:16
15-109,419,2020-03-01T12:31:19
16-137,379,2020-03-01T12:31:22
15-113,282,2020-03-01T12:31:24
15-131,962,2020-03-01T12:31:27
16-175,364,2020-03-01T12:31:29
14-180,823,2020-03-01T12:31:32
14-146,340,2020-03-01T12:31:35
15-119,940,2020-03-01T12:31:35
16-150,416,2020-03-01T12:31:36
16-162,390,2020-03-01T12:31:39
16-171,997,2020-03-01T12:31:39
14-113,478,2020-03-01T12:31:41
14-164,568,2020-03-01T12:31:42
16-132,229,2020-03-01T12:31:46
16-185,204,2020-03-01T12:31:48
14-152,371,2020-03-01T12:31:50
15-103,624,2020-03-01T12:31:51
16-196,499,2020-03-01T12:31:53
14-155,585,2020-03-01T12:31:53
16-172,463,2020-03-01T12:31:56
14-152,365,2020-03-01T12:31:56
14-140,320,2020-03-01T12:32:00
16-122,370,2020-03-01T12:32:03
14-189,932,2020-03-01T12:32:07
16-107,322,2020-03-01T12:32:09
15-194,298,2020-03-01T12:32:09
16-135,518,2020-03-01T12:32:12
16-136,613,2020-03-01T12:32:15
14-133,826,2020-03-01T12:32:18
14-153,582,2020-03-01T12:32:20
14-126,352,2020-03-01T12:32:23
15-158,131,2020-03-01T12:32:24
14-167,610,2020-03-01T12:32:28
15-195,294,2020-03-01T12:32:30
16-157,217,2020-03-01T12:32:34
