doc_id,user_id,timestamp
14-128,514,2020-03-01T12:24:16
18-173,926,2020-03-01T12:24:17
14-111,622,2020-03-01T12:24:20
18-153,598,2020-03-01T12:24:23
12-189,312,2020-03-01T12:24:23
12-100,291,2020-03-01T12:24:25
12-108,633,2020-03-01T12:24:28
12-104,496,2020-03-01T12:24:28
12-124,623,2020-03-01T12:24:31
12-177,655,2020-03-01T12:24:32
14-170,139,2020-03-01T12:24:34
12-173,371,2020-03-01T12:24:34
14-136,567,2020-03-01T12:24:34
12-113,788,2020-03-01T12:24:38
14-141,397,2020-03-01T12:24:42
18-197,357,2020-03-01T12:24:45
14-104,869,2020-03-01T12:24:47
18-169,275,2020-03-01T12:24:51
18-161,438,2020-03-01T12:24:52
18-116,199,2020-03-01T12:24:52
14-116,399,2020-03-01T12:24:53
18-108,463,2020-03-01T12:24:53
18-161,729,2020-03-01T12:24:56
14-171,542,2020-03-01T12:25:00
14-161,869,2020-03-01T12:25:02
12-145,754,2020-03-01T12:25:05
14-197,537,2020-03-01T12:25:07
12-145,132,2020-03-01T12:25:11
18-111,121,2020-03-01T12:25:13
14-151,219,2020-03-01T12:25:13
14-139,319,2020-03-01T12:25:16
18-193,952,2020-03-01T12:25:17
12-129,278,2020-03-01T12:25:18
12-149,313,2020-03-01T12:25:22
18-139,602,2020-03-01T12:25:22
14-100,736,2020-03-01T12:25:24
18-177,529,2020-03-01T12:25:24
14-172,174,2020-03-01T12:25:28
12-101,857,2020-03-01T12:25:28
14-169,728,2020-03-01T12:25:28
18-195,597,2020-03-01T12:25:32
14-174,562,2020-03-01T12:25:35
12-112,916,2020-03-01T12:25:35
14-101,500,2020-03-01T12:25:35
18-188,703,2020-03-01T12:25:37
18-189,972,2020-03-01T12:25:37
14-131,542,2020-03-01T12:25:40
18-186,854,2020-03-01T12:25:42
18-162,336,2020-03-01T12:25:45
14-162,872,2020-03-01T12:25:45
14-167,547,2020-03-01T12:25:47
14-194,952,2020-03-01T12:25:50
18-103,731,2020-03-01T12:25:50
18-115,319,2020-03-01T12:25:50
14-157,485,2020-03-01T12:25:54
12-139,542,2020-03-01T12:25:58
18-150,394,2020-03-01T12:25:58
14-130,365,2020-03-01T12:25:59
18-190,835,2020-03-01T12:26:00
12-155,324,2020-03-01T12:26:04
12-190,340,2020-03-01T12:26:08
12-162,765,2020-03-01T12:26:11
14-122,933,2020-03-01T12:26:11
14-180,167,2020-03-01T12:26:14
14-146,479,2020-03-01T12:26:14
14-126,921,2020-03-01T12:26:15
12-169,507,2020-03-01T12:26:15
14-146,840,2020-03-01T12:26:19
18-181,589,2020-03-01T12:26:21
18-123,526,2020-03-01T12:26:25
14-165,904,2020-03-01T12:26:25
18-178,454,2020-03-01T12:26:25
12-195,185,2020-03-01T12:26:25
12-106,572,2020-03-01T12:26:27
18-198,217,2020-03-01T12:26:30
12-187,369,2020-03-01T12:26:30
14-179,532,2020-03-01T12:26:30
18-145,933,2020-03-01T12:26:31
14-150,608,2020-03-01T12:26:32
18-109,334,2020-03-01T12:26:36
12-143,517,2020-03-01T12:26:40
12-127,830,2020-03-01T12:26:41
12-130,772,2020-03-01T12:26:42
18-127,405,2020-03-01T12:26:46
12-104,590,2020-03-01T12:26:50
18-160,650,2020-03-01T12:26:51
18-178,576,2020-03-01T12:26:52
12-193,590,2020-03-01T12:26:54
18-183,217,2020-03-01T12:26:55
12-139,614,2020-03-01T12:26:59
18-158,874,2020-03-01T12:27:01
18-190,127,2020-03-01T12:27:04
18-176,787,2020-03-01T12:27:07
18-103,921,2020-03-01T12:27:09
18-172,752,2020-03-01T12:27:09
12-196,741,2020-03-01T12:27:12
18-122,954,2020-03-01T12:27:12
12-148,628,2020-03-01T12:27:16
14-183,667,2020-03-01T12:27:19
18-196,532,2020-03-01T12:27:21
14-105,548,2020-03-01T12:27:25
12-119,387,2020-03-01T12:27:26
12-179,993,2020-03-01T12:27:26
18-175,421,2020-03-01T12:27:26
14-131,926,2020-03-01T12:27:28
18-112,480,2020-03-01T12:27:28
14-113,271,2020-03-01T12:27:31
12-196,795,2020-03-01T12:27:33
12-195,980,2020-03-01T12:27:37
18-146,630,2020-03-01T12:27:39
12-150,177,2020-03-01T12:27:39
12-103,319,2020-03-01T12:27:42
12-118,893,2020-03-01T12:27:44
18-159,255,2020-03-01T12:27:45
14-171,618,2020-03-01T12:27:48
14-174,444,2020-03-01T12:27:48
18-193,889,2020-03-01T12:27:50
12-140,718,2020-03-01T12:27:53
14-154,124,2020-03-01T12:27:53
18-163,744,2020-03-01T12:27:56
18-194,298,2020-03-01T12:27:57
12-178,822,2020-03-01T12:27:58
12-106,185,2020-03-01T12:28:01
18-115,504,2020-03-01T12:28:02
18-113,107,2020-03-01T12:28:03
14-166,276,2020-03-01T12:28:06
18-140,855,2020-03-01T12:28:10
14-132,969,2020-03-01T12:28:14
18-104,884,2020-03-01T12:28:18
12-147,632,2020-03-01T12:28:22
18-191,987,2020-03-01T12:28:24
12-110,510,2020-03-01T12:28:27
12-188,668,2020-03-01T12:28:31
14-194,628,2020-03-01T12:28:32
12-132,822,2020-03-01T12:28:35
12-162,131,2020-03-01T12:28:36
18-155,732,2020-03-01T12:28:37
12-115,417,2020-03-01T12:28:41
12-189,784,2020-03-01T12:28:45
14-168,532,2020-03-01T12:28:45
12-136,533,2020-03-01T12:28:47
12-192,817,2020-03-01T12:28:49
12-121,265,2020-03-01T12:28:50
12-188,582,2020-03-01T12:28:53
14-181,769,2020-03-01T12:28:54
12-125,110,2020-03-01T12:28:57
12-133,137,2020-03-01T12:29:01
18-173,818,2020-03-01T12:29:04
14-198,511,2020-03-01T12:29:06
18-163,458,2020-03-01T12:29:09
18-109,837,2020-03-01T12:29:11
14-114,983,2020-03-01T12:29:12
14-162,923,2020-03-01T12:29:13
12-118,889,2020-03-01T12:29:13
14-191,480,2020-03-01T12:29:16
18-170,375,2020-03-01T12:29:16
12-163,664,2020-03-01T12:29:17
14-138,340,2020-03-01T12:29:20
18-192,755,2020-03-01T12:29:22
14-135,483,2020-03-01T12:29:24
18-186,439,2020-03-01T12:29:27
14-194,527,2020-03-01T12:29:30
18-141,846,2020-03-01T12:29:33
14-177,265,2020-03-01T12:29:36
12-161,343,2020-03-01T12:29:37
14-128,629,2020-03-01T12:29:38
14-116,365,2020-03-01T12:29:39
12-183,525,2020-03-01T12:29:42
12-136,759,2020-03-01T12:29:43
12-144,168,2020-03-01T12:29:43
18-128,891,2020-03-01T12:29:45
12-196,398,2020-03-01T12:29:47
12-198,671,2020-03-01T12:29:48
14-132,550,2020-03-01T12:29:51
12-166,758,2020-03-01T12:29:51
12-101,772,2020-03-01T12:29:54
14-179,201,2020-03-01T12:29:58
12-177,505,2020-03-01T12:30:01
12-193,459,2020-03-01T12:30:02
14-160,456,2020-03-01T12:30:03
18-150,743,2020-03-01T12:30:05
18-124,240,2020-03-01T12:30:08
12-153,261,2020-03-01T12:30:11
12-108,625,2020-03-01T12:30:13
18-163,730,2020-03-01T12:30:15
18-144,469,2020-03-01T12:30:17
18-196,552,2020-03-01T12:30:21
12-197,392,2020-03-01T12:30:22
18-120,919,2020-03-01T12:30:23
12-195,843,2020-03-01T12:30:24
18-161,627,2020-03-01T12:30:28
12-193,216,2020-03-01T12:30:30
18-127,333,2020-03-01T12:30:32
14-108,100,2020-03-01T12:30:35
14-110,548,2020-03-01T12:30:36
12-130,479,2020-03-01T12:30:40
12-194,207,2020-03-01T12:30:42
18-128,124,2020-03-01T12:30:43
12-100,218,2020-03-01T12:30:43
14-133,400,2020-03-01T12:30:45
18-153,957,2020-03-01T12:30:45
12-156,265,2020-03-01T12:30:46
18-107,700,2020-03-01T12:30:49
14-122,483,2020-03-01T12:30:51
12-114,366,2020-03-01T12:30:53
18-196,997,2020-03-01T12:30:57
12-112,658,2020-03-01T12:31:01
18-131,745,2020-03-01T12:31:02
12-125,926,2020-03-01T12:31:05
18-186,373,2020-03-01T12:31:07
14-169,761,2020-03-01T12:31:07
14-157,956,2020-03-01T12:31:11
12-148,689,2020-03-01T12:31:11
14-165,493,2020-03-01T12:31:11
18-170,287,2020-03-01T12:31:13
18-115,980,2020-03-01T12:31:17
12-153,332,2020-03-01T12:31:21
12-130,541,2020-03-01T12:31:21
12-195,324,2020-03-01T12:31:21
18-187,251,2020-03-01T12:31:21
14-164,270,2020-03-01T12:31:24
14-125,974,2020-03-01T12:31:26
14-155,964,2020-03-01T12:31:29
18-197,564,2020-03-01T12:31:33
18-169,494,2020-03-01T12:31:37
14-157,805,2020-03-01T12:31:37
12-197,849,2020-03-01T12:31:40
12-174,271,2020-03-01T12:31:41
12-130,434,2020-03-01T12:31:45
12-127,770,2020-03-01T12:31:45
18-134,763,2020-03-01T12:31:48
18-114,511,2020-03-01T12:31:51
18-136,860,2020-03-01T12:31:54
12-196,439,2020-03-01T12:31:58
12-195,342,2020-03-01T12:32:02
12-150,300,2020-03-01T12:32:03
18-122,504,2020-03-01T12:32:07
18-134,350,2020-03-01T12:32:08
12-155,125,2020-03-01T12:32:10
12-122,336,2020-03-01T12:32:14
18-120,912,2020-03-01T12:32:14
14-198,185,2020-03-01T12:32:18
12-128,753,2020-03-01T12:32:22
12-109,184,2020-03-01T12:32:26
14-198,493,2020-03-01T12:32:26
18-174,133,2020-03-01T12:32:30
12-102,207,2020-03-01T12:32:33
12-191,411,2020-03-01T12:32:34
18-143,405,2020-03-01T12:32:37
12-186,636,2020-03-01T12:32:41
12-124,420,2020-03-01T12:32:44
14-102,552,2020-03-01T12:32:46
12-119,106,2020-03-01T12:32:48
14-166,809,2020-03-01T12:32:52
14-145,126,2020-03-01T12:32:54
18-182,373,2020-03-01T12:32:58
18-120,464,2020-03-01T12:32:59
14-169,327,2020-03-01T12:32:59
14-154,198,2020-03-01T12:32:59
14-156,157,2020-03-01T12:33:02
14-120,118,2020-03-01T12:33:03
18-138,688,2020-03-01T12:33:06
18-121,329,2020-03-01T12:33:06
12-117,940,2020-03-01T12:33:06
18-139,421,2020-03-01T12:33:10
14-162,984,2020-03-01T12:33:12
18-140,572,2020-03-01T12:33:13
12-141,567,2020-03-01T12:33:14
14-194,103,2020-03-01T12:33:18
